ANIME_ID,NAME,SCORE,TYPE,EPISODES,STATUS,STUDIOS,SOURCE,RATING,RANK,POPULARITY,FAVORITES,SCORED_BY,MEMBERS,DURATION_FINAL,PREMIERED_SEASON,PREMIERED_YEAR,Action,Adventure,AvantGarde,AwardWinning,BoysLove,Comedy,Drama,Ecchi,Erotica,Fantasy,GirlsLove,Gourmet,Hentai,Horror,Mystery,Romance,Sci-Fi,SliceofLife,Sports,Supernatural,Suspense
18829,Hello Kitty no Shiawase no Aoi Hotaru,5.73,OVA,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,9954.0,15611,0,104.0,429,27.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18835,Hakuouki: Reimeiroku OVA,7.09,OVA,2.0,Finished Airing,Studio Deen,Visual novel,PG-13 - Teens 13 or older,3608.0,8228,5,1161.0,4677,11.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18841,PES: Peace Eco Smile - Drive your Heart,4.79,ONA,1.0,Finished Airing,Studio 4°C,Original,G - All Ages,12208.0,12334,0,547.0,1099,3.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18845,Ninja Hattori-kun (2012),6.57,TV,52.0,Finished Airing,Shin-Ei Animation,Manga,G - All Ages,5985.0,9720,1,1546.0,2730,24.0,spring,2012.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,7.65,Special,1.0,Finished Airing,Brain's Base,Manga,PG-13 - Teens 13 or older,1260.0,3585,31,16644.0,33650,22.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,6.67,OVA,1.0,Finished Airing,SILVER LINK.,Manga,PG-13 - Teens 13 or older,5493.0,2857,23,26090.0,51866,25.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,6.33,ONA,3.0,Finished Airing,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,7227.0,1518,176,88937.0,138434,24.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,5.53,Special,1.0,Finished Airing,Sunrise,Original,PG-13 - Teens 13 or older,10692.0,5903,5,3329.0,10600,3.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18893,Aoki Hagane no Arpeggio: Ars Nova,7.35,TV,12.0,Finished Airing,SANZIGEN,Manga,PG-13 - Teens 13 or older,2261.0,1451,936,68253.0,147289,24.0,fall,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18897,Nisekoi,7.57,TV,20.0,Finished Airing,Shaft,Manga,PG-13 - Teens 13 or older,1455.0,120,10651,638751.0,1130526,24.0,winter,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18907,Tensai Eri-chan Kingyo wo Tabeta,0.0,Movie,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,12880.0,18372,0,0.0,230,60.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18919,The Midnight★Animal,0.0,ONA,12.0,Finished Airing,Gonzo,Original,PG-13 - Teens 13 or older,12907.0,15609,0,0.0,429,15.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18937,Hakken Taiken Daisuki! Shimajirou,0.0,TV,101.0,Finished Airing,"Studio Kikan, Pierrot Plus",Original,G - All Ages,16289.0,15453,1,0.0,443,25.0,spring,2008.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18939,Shimajirou Hesoka,0.0,TV,99.0,Finished Airing,Pierrot Plus,Original,G - All Ages,19682.0,16039,0,0.0,388,8.0,spring,2010.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18941,Shimajirou no Wow!,0.0,TV,-1.0,Currently Airing,The Answer Studio,Other,G - All Ages,19691.0,14546,1,0.0,556,8.0,spring,2012.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18943,Shimajirou no Wow! Movie 1: Shimajirou to Fufu no Daibouken: Sukue! Nanairo no Hana,0.0,Movie,1.0,Finished Airing,The Answer Studio,Unknown,G - All Ages,19697.0,16501,1,0.0,353,67.0,UNKNOWN,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18953,Hitotsubu ni Kawaranu Ai wo Komete,5.91,ONA,1.0,Finished Airing,Studio 4°C,Unknown,G - All Ages,9235.0,9742,2,1375.0,2707,2.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18959,Waisetsu Missile The Animation,6.24,OVA,1.0,Finished Airing,Office Takeout,Manga,Rx - Hentai,0.0,7029,18,2940.0,6883,27.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,0.0,OVA,1.0,Finished Airing,UNKNOWN,Unknown,PG-13 - Teens 13 or older,14394.0,16138,0,0.0,381,57.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18983,Yuuto-kun ga Iku,0.0,TV,26.0,Finished Airing,Shirogumi,Unknown,PG - Children,14196.0,16747,0,0.0,337,1.0,summer,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18989,Koukaku Kidoutai Arise: Another Mission,6.5,Special,1.0,Finished Airing,Production I.G,Unknown,PG-13 - Teens 13 or older,6401.0,5770,6,3678.0,11191,3.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19009,DS Anime Soushuuhen '98,6.06,OVA,1.0,Finished Airing,UNKNOWN,Game,G - All Ages,8551.0,14269,5,217.0,602,21.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.38,Movie,1.0,Finished Airing,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,2170.0,1893,113,50572.0,103501,90.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19023,"Wake Up, Girls!",7.0,TV,12.0,Finished Airing,"Tatsunoko Production, Ordet",Original,PG-13 - Teens 13 or older,3992.0,2816,169,18811.0,53147,24.0,winter,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19029,Yuyushiki: Nyanyashiki,6.28,Special,6.0,Finished Airing,Kinema Citrus,4-koma manga,PG-13 - Teens 13 or older,7499.0,5481,3,5665.0,12762,2.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19049,Tobe! Pegasus Kokoro no Goal ni Shoot,0.0,Movie,1.0,Finished Airing,E&G Films,Unknown,PG - Children,12995.0,17221,0,0.0,301,74.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19051,Imouto Paradise! 2,7.04,OVA,2.0,Finished Airing,Rabbit Gate,Visual novel,Rx - Hentai,0.0,4965,64,7144.0,16380,15.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19053,Kaitou Jigoma Ongaku-hen,0.0,Movie,1.0,Finished Airing,UNKNOWN,Unknown,PG-13 - Teens 13 or older,17071.0,16794,1,0.0,333,23.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19059,UFO Nitsukamatta Kodomo-tachi,5.28,OVA,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,11409.0,17143,1,108.0,308,20.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19063,Judo-bu Monogatari,0.0,OVA,2.0,Finished Airing,Studio Deen,Manga,UNKNOWN,16993.0,16195,1,0.0,376,30.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19067,Future Card Buddyfight,6.71,TV,64.0,Finished Airing,"Xebec, OLM",Card game,PG - Children,5279.0,5922,52,4835.0,10534,24.0,winter,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19069,Okane wa Mawaru: Kurashi to Kinyuu,0.0,OVA,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,18664.0,17272,1,0.0,295,16.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19071,"Hyakumannen Attara, Dousuru?",0.0,OVA,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,16678.0,18312,0,0.0,234,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19073,Hoshigari Hime no Bouken,0.0,OVA,1.0,Finished Airing,UNKNOWN,Unknown,PG - Children,16550.0,18189,0,0.0,239,20.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19087,Kaiketsu Tamagon,0.0,TV,195.0,Finished Airing,Tatsunoko Production,Unknown,PG - Children,17053.0,15356,0,0.0,450,5.0,fall,1972.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19099,Pokemon: Mewtwo - Kakusei e no Prologue,6.64,Special,1.0,Finished Airing,OLM,Game,PG - Children,5624.0,6429,4,3931.0,8578,26.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19101,Shin Hitou Meguri,6.21,OVA,2.0,Finished Airing,PoRO,Visual novel,Rx - Hentai,0.0,6901,7,2726.0,7216,30.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19103,Mesu Saga: Persona,6.48,OVA,1.0,Finished Airing,T-Rex,Manga,Rx - Hentai,0.0,7237,27,2521.0,6419,23.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19109,Fate/kaleid liner Prisma☆Illya Specials,6.73,Special,5.0,Finished Airing,SILVER LINK.,Manga,PG-13 - Teens 13 or older,5198.0,3121,16,21285.0,43849,5.0,UNKNOWN,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19111,Love Live! School Idol Project 2nd Season,7.77,TV,13.0,Finished Airing,Sunrise,Other,PG-13 - Teens 13 or older,983.0,890,2748,146134.0,251532,23.0,spring,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19115,Giovanni no Shima,7.66,Movie,1.0,Finished Airing,Production I.G,Original,PG-13 - Teens 13 or older,1245.0,3730,62,10217.0,31232,102.0,UNKNOWN,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19117,Toaru Hikuushi e no Koiuta,7.16,TV,13.0,Finished Airing,TMS Entertainment,Light novel,PG-13 - Teens 13 or older,3217.0,1950,220,40590.0,98753,24.0,winter,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19121,Doctor Chichibuyama,5.38,TV,2.0,Finished Airing,Production Reed,4-koma manga,R+ - Mild Nudity,11155.0,13509,1,175.0,772,29.0,spring,1988.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,Special,1.0,Finished Airing,Toei Animation,Manga,PG-13 - Teens 13 or older,364.0,2665,76,30178.0,58827,106.0,UNKNOWN,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19125,Mogura no Adventure,4.56,Special,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12441.0,13601,1,366.0,748,8.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19133,Turning Girls,6.02,ONA,7.0,Finished Airing,Trigger,Original,PG-13 - Teens 13 or older,8719.0,6628,11,3942.0,8023,5.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19135,Kuroi Ame ni Utarete,5.65,Movie,1.0,Finished Airing,Tsuchida Productions,Manga,R+ - Mild Nudity,10254.0,13009,0,261.0,892,94.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19151,Walkure Romanze,6.31,TV,12.0,Finished Airing,8bit,Visual novel,R+ - Mild Nudity,7340.0,1542,164,53264.0,135435,23.0,fall,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
19157,Youkai Watch,6.57,TV,214.0,Finished Airing,OLM,Game,G - All Ages,5999.0,3797,214,13883.0,30201,23.0,winter,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19159,Genshiken Nidaime OVA,7.15,OVA,1.0,Finished Airing,Production I.G,Manga,R - 17+ (violence & profanity),3315.0,4801,7,8428.0,17923,23.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19163,Date A Live II,7.19,TV,10.0,Finished Airing,Production IMS,Light novel,R - 17+ (violence & profanity),3080.0,322,2172,379290.0,613950,28.0,spring,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
19165,Fate/Zero Cafe,5.97,Movie,2.0,Finished Airing,ufotable,4-koma manga,G - All Ages,8961.0,4427,13,4429.0,21416,10.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19167,Senbon Matsubara,0.0,Movie,1.0,Finished Airing,Magic Bus,Unknown,PG-13 - Teens 13 or older,19458.0,16297,1,0.0,369,93.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19169,Go! Go! Kadendanshi,0.0,ONA,78.0,Finished Airing,DLE,Unknown,G - All Ages,16097.0,14967,0,0.0,494,1.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19171,Sanjougattai Transformers Go!,5.12,OVA,10.0,Finished Airing,Tatsunoko Production,Original,PG - Children,11755.0,13137,0,276.0,859,13.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,0.0,Special,1.0,Finished Airing,UNKNOWN,Unknown,PG-13 - Teens 13 or older,15236.0,16311,0,0.0,367,84.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,7.48,Movie,1.0,Finished Airing,Production I.G,Manga,R - 17+ (violence & profanity),1762.0,2892,46,24569.0,50561,56.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,7.34,Movie,1.0,Finished Airing,Production I.G,Manga,R - 17+ (violence & profanity),2332.0,3101,27,20534.0,44404,58.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19195,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.43,Movie,1.0,Finished Airing,Production I.G,Manga,R - 17+ (violence & profanity),1964.0,3271,24,17494.0,40296,59.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,5.26,TV,10.0,Finished Airing,AIC Frontier,Unknown,PG-13 - Teens 13 or older,11440.0,9103,2,1104.0,3391,4.0,summer,2013.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19209,Devour Dinner,5.23,Movie,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,11532.0,14345,0,233.0,590,10.0,UNKNOWN,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19211,Suisei no Gargantia Specials,7.19,Special,2.0,Finished Airing,Production I.G,Original,PG-13 - Teens 13 or older,3120.0,3299,13,21779.0,39888,24.0,UNKNOWN,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19213,Lost Utopia,4.59,Movie,1.0,Finished Airing,Mirai Film,Unknown,G - All Ages,12416.0,11914,0,658.0,1265,5.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19219,Modern No.2,5.27,Movie,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,11431.0,12347,0,609.0,1094,4.0,UNKNOWN,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.16,TV,10.0,Finished Airing,Diomedéa,Light novel,PG-13 - Teens 13 or older,3261.0,540,1487,210633.0,396711,24.0,fall,2013.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19233,Around,5.57,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,10545.0,11772,1,700.0,1340,3.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,7.21,Special,1.0,Finished Airing,A-1 Pictures,Visual novel,PG-13 - Teens 13 or older,2977.0,4048,79,10367.0,26315,22.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19255,Hyakka Ryouran: Samurai Bride Specials,6.55,Special,6.0,Finished Airing,Arms,Light novel,R+ - Mild Nudity,6100.0,5359,6,5184.0,13420,2.0,UNKNOWN,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19257,Megane-bu!,6.25,TV,12.0,Finished Airing,Studio Deen,Other,PG-13 - Teens 13 or older,7616.0,3799,56,10628.0,30163,23.0,fall,2013.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19261,Gintama x Mameshiba,6.72,Special,6.0,Finished Airing,UNKNOWN,Manga,G - All Ages,5218.0,5286,56,5363.0,13925,0.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,6.31,Movie,1.0,Finished Airing,Sunrise,Unknown,G - All Ages,7364.0,12740,1,291.0,969,20.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19279,Pony Metal U-GAIM Promotion Film,5.63,Special,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,10362.0,12294,2,489.0,1115,2.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19283,Oyako Rankan The Animation,6.09,OVA,1.0,Finished Airing,Office Takeout,Visual novel,Rx - Hentai,0.0,8586,2,1441.0,4110,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19285,Shingeki no Kyojin: Ano Hi Kara,7.34,Special,1.0,Finished Airing,Wit Studio,Manga,R - 17+ (violence & profanity),2350.0,1551,344,66364.0,134163,24.0,UNKNOWN,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19291,Pokemon XY,7.38,TV,93.0,Finished Airing,OLM,Game,PG - Children,2161.0,1347,539,101373.0,162609,23.0,fall,2013.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,4.67,Special,1.0,Finished Airing,feel.,Web manga,PG-13 - Teens 13 or older,12338.0,8875,1,1832.0,3671,2.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19305,Nyuru Nyuru!! Kakusen-kun,5.52,TV,25.0,Finished Airing,DLE,Unknown,G - All Ages,10717.0,13654,1,138.0,736,2.0,summer,2013.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19311,Turuturutu Narongi,0.0,TV,52.0,Finished Airing,UNKNOWN,Original,G - All Ages,13162.0,17253,0,0.0,297,15.0,winter,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19315,Pupa,3.29,TV,12.0,Finished Airing,Studio Deen,Manga,R - 17+ (violence & profanity),12671.0,1206,225,101649.0,183140,4.0,winter,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
19319,Gundam Build Fighters,7.73,TV,25.0,Finished Airing,Sunrise,Original,G - All Ages,1071.0,2359,636,37477.0,72449,25.0,fall,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19325,Kwaegeol Longman Narongi,0.0,TV,52.0,Finished Airing,UNKNOWN,Original,G - All Ages,17580.0,17534,2,0.0,278,15.0,winter,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19337,Momoya x Peeping Life: Go en desu yo!,5.45,ONA,4.0,Finished Airing,UNKNOWN,Unknown,PG - Children,10939.0,14130,0,186.0,623,5.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19351,Nijiiro☆Prism Girl,6.1,OVA,4.0,Finished Airing,SynergySP,Manga,PG - Children,8344.0,8900,3,1574.0,3644,12.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19363,Gin no Saji 2nd Season,8.27,TV,11.0,Finished Airing,A-1 Pictures,Manga,PG-13 - Teens 13 or older,267.0,1492,654,87356.0,141476,24.0,winter,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19365,Samurai Flamenco,6.88,TV,22.0,Finished Airing,Manglobe,Original,R - 17+ (violence & profanity),4476.0,1614,865,47322.0,128332,23.0,fall,2013.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19367,Galilei Donna,6.42,TV,11.0,Finished Airing,A-1 Pictures,Original,R - 17+ (violence & profanity),6761.0,2833,46,23413.0,52622,24.0,fall,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19369,Outbreak Company,7.19,TV,12.0,Finished Airing,feel.,Light novel,PG-13 - Teens 13 or older,3112.0,624,896,175345.0,349770,24.0,fall,2013.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19383,Yami Shibai,7.0,TV,13.0,Finished Airing,ILCA,Original,PG-13 - Teens 13 or older,3996.0,1886,311,46141.0,104156,4.0,summer,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19391,Shingeki no Kyojin Picture Drama,6.6,Special,9.0,Finished Airing,Studio Moriken,Manga,PG-13 - Teens 13 or older,5842.0,2773,75,26703.0,54585,10.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,5.82,Special,13.0,Finished Airing,Gonzo,Game,PG-13 - Teens 13 or older,9628.0,10629,1,700.0,2031,4.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19401,Kuusou no Soratobu Kikai-tachi,6.1,Movie,1.0,Finished Airing,Studio Ghibli,Original,G - All Ages,8339.0,10600,1,239.0,2047,6.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19429,Akuma no Riddle,6.6,TV,12.0,Finished Airing,Diomedéa,Manga,R - 17+ (violence & profanity),5810.0,856,1020,125079.0,261219,23.0,spring,2014.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19431,Gokujo.: Souda Onsen ni Ikou!!,5.89,Special,1.0,Finished Airing,LMD,Manga,PG-13 - Teens 13 or older,9339.0,7525,5,2709.0,5785,11.0,UNKNOWN,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19433,Sore Ike! Anpanman: Omusubiman,0.0,Movie,1.0,Finished Airing,TMS Entertainment,Unknown,PG - Children,20004.0,16185,0,0.0,377,30.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,5.15,OVA,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,11680.0,15639,0,111.0,426,10.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19445,Tetsujin 28-gou Gao!,0.0,TV,151.0,Finished Airing,Eiken,Manga,G - All Ages,12886.0,14989,0,0.0,492,5.0,spring,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19447,Arata Kangatari Picture Drama,5.81,Special,6.0,Finished Airing,Satelight,Manga,PG-13 - Teens 13 or older,9636.0,9941,5,578.0,2527,13.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19457,Green Saver,0.0,TV,26.0,Finished Airing,UNKNOWN,Original,G - All Ages,16152.0,17272,1,0.0,295,30.0,fall,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19463,Hamuko Mairu!,0.0,OVA,1.0,Finished Airing,UNKNOWN,Manga,UNKNOWN,16297.0,18178,0,0.0,240,20.0,UNKNOWN,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19467,Revbahaf Wang-gug Jaegeon-soelgi,0.0,TV,26.0,Finished Airing,UNKNOWN,Unknown,UNKNOWN,19174.0,13582,1,0.0,753,20.0,spring,2007.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19469,Saiki Kusuo no Ψ-nan (ONA),7.12,ONA,1.0,Finished Airing,J.C.Staff,Manga,PG-13 - Teens 13 or older,3442.0,3260,111,18582.0,40547,16.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,5.5,Special,1.0,Finished Airing,TMS Entertainment,Unknown,R - 17+ (violence & profanity),10768.0,13469,0,189.0,782,15.0,UNKNOWN,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
